name,gene,chr,start,end,length,density
chr15-46000000-47455000,"['SNORD11', 'RP11-627D16.2', 'RP11-640I2.1', 'RP11-718O11.1', 'RP11-627D16.1', 'RP11-315O8.1', 'AC087433.1', 'FKSG62', 'RNU6-1014P', 'RN7SKP101']",['chr15'],[46000000],[47455000],[1455000],6.8728522336769755
chr15-47995000-48285000,"['RP11-208K4.1', 'CTD-2270N23.1', 'CTD-2007H18.1', 'RP11-198M11.2', 'SEMA6D']",['chr15'],[47995000],[48285000],[290000],17.24137931034483
chr15-48380000-48605000,"['CTXN2', 'RP11-605F22.1', 'MYEF2', 'RP11-154J22.1', 'RP11-605F22.2', 'AC066612.1', 'SLC24A5', 'SLC12A1']",['chr15'],[48380000],[48605000],[225000],35.55555555555555
chr15-48640000-49085000,"['RP11-227D13.4', 'RP11-227D13.2', 'RP11-485O10.2', 'CEP152', 'FBN1', 'RP11-227D13.1']",['chr15'],[48640000],[49085000],[445000],13.483146067415731
chr15-49125000-49450000,"['COPS2', 'Y_RNA', 'NDUFAF4P1', 'AC012379.1', 'GALK2', 'SHC4', 'RN7SL577P', 'RP11-138E16.1', 'RP11-325E5.1', 'SECISBP2L', 'EID1', 'KRT8P24']",['chr15'],[49125000],[49450000],[325000],36.92307692307692
chr15-49510000-50445000,"['RP11-353B9.1', 'FAM227B', 'CTD-2647E9.1', 'RNA5SP394', 'ATP8B4', 'GALK2', 'FGF7', 'RP11-295H24.3', 'DTWD1', 'CTD-2647E9.3']",['chr15'],[49510000],[50445000],[935000],10.695187165775401
chr15-50465000-50610000,"['HDC', 'RN7SL494P', 'GABPB1', 'SLC27A2', 'ATP8B4', 'Y_RNA']",['chr15'],[50465000],[50610000],[145000],41.37931034482759
chr15-50620000-51255000,"['SPPL2A', 'CTD-3110H11.1', 'GABPB1-AS1', 'USP50', 'GABPB1', 'RP11-507J18.2', 'RP11-120K9.2', 'RN7SL354P', 'AP4E1', 'RP11-562A8.4', 'USP8', 'U6', 'RP11-562A8.5', 'TRPM7', 'AHCYP7', 'DCAF13P3', 'RP11-507J18.1', 'RP11-562A8.1', 'RNA5SP395', 'MIR4712']",['chr15'],[50620000],[51255000],[635000],31.496062992125985
chr15-51425000-51705000,"['CYP19A1', 'RP11-108K3.2', 'RP11-108K3.3', 'GLDN', 'RP11-108K3.4', 'RP11-108K3.1', 'RP11-108K3.5', 'MIR4713']",['chr15'],[51425000],[51705000],[280000],28.57142857142857
chr15-51810000-52125000,"['TMOD2', 'LYSMD2', 'CTD-2308G16.1', 'TMOD3', 'RP11-313P18.1', 'DMXL2', 'SCG3', 'RP11-313P18.2', 'AC020892.1']",['chr15'],[51810000],[52125000],[315000],28.57142857142857
chr15-52255000-52445000,"['RP11-430B1.1', 'CTD-2184D3.7', 'CTD-2650P22.1', 'CTD-2184D3.6', 'BCL2L10', 'CTD-2184D3.3', 'CTD-2184D3.1', 'MAPK6', 'GNB5', 'LEO1', 'CTD-2184D3.5']",['chr15'],[52255000],[52445000],[190000],57.89473684210526
chr15-52530000-53045000,"['MYO5C', 'ARPP19', 'RP11-519C12.1', 'EEF1B2P1', 'MIR1266', 'RP11-23N2.4', 'MYO5A', 'FAM214A']",['chr15'],[52530000],[53045000],[515000],15.533980582524272
chr15-53070000-54045000,"['WDR72', 'EEF1A1P22', 'RP11-209K10.2', 'RNU2-53P', 'RP11-209E8.1', 'ONECUT1', 'RPSAP55']",['chr15'],[53070000],[54045000],[975000],7.179487179487179
chr15-54805000-54895000,['UNC13C'],['chr15'],[54805000],[54895000],[90000],11.111111111111112
chr15-55480000-55735000,"['MIR628', 'RSL24D1', 'RAB27A', 'CCPG1', 'PIGB', 'DYX1C1', 'C15orf65', 'RP11-139H15.1', 'RP11-178D12.2', 'DYX1C1-CCPG1']",['chr15'],[55480000],[55735000],[255000],39.21568627450981
chr15-55795000-56160000,"['RP11-291H24.1', 'PRTG', 'PYGO1', 'RP11-420M1.2', 'DYX1C1', 'AC009997.1', 'NEDD4']",['chr15'],[55795000],[56160000],[365000],19.17808219178082
chr15-56395000-56755000,"['RP11-844G16.1', 'RP11-48G14.2', 'RP11-5N19.3', 'RFX7', 'RNU6-1287P', 'MNS1', 'TEX9', 'RP11-48G14.1']",['chr15'],[56395000],[56755000],[360000],22.222222222222225
chr15-56775000-57105000,"['RP11-1129I3.1', 'ZNF280D']",['chr15'],[56775000],[57105000],[330000],6.0606060606060606
chr15-57180000-57605000,"['LINC00926', 'ZNF280D', 'AC010999.1', 'HNRNPA3P11', 'snoU13', 'TCF12']",['chr15'],[57180000],[57605000],[425000],14.117647058823529
chr15-57625000-57835000,"['CTD-2515H24.4', 'CGNL1', 'CTD-2515H24.3', 'RNU6-844P']",['chr15'],[57625000],[57835000],[210000],19.047619047619047
chr15-57850000-58485000,"['CTD-2330J20.2', 'RP11-925D8.3', 'RP11-925D8.2', 'POLR2M', 'AQP9', 'RP11-925D8.6', 'RP11-86K22.1', 'MYZAP', 'CTD-2330J20.1', 'RP11-344A16.2', 'ALDH1A2', 'GCOM1', 'RP11-925D8.5']",['chr15'],[57850000],[58485000],[635000],20.47244094488189
chr15-58515000-59065000,"['RP11-50C13.2', 'ADAM10', 'RP11-30K9.6', 'RN7SKP95', 'RP11-123C21.1', 'RP11-50C13.1', 'RP11-30K9.7', 'FAM63B', 'LIPC', 'snoU13', 'RP11-123C21.2', 'U3', 'ALDH1A2', 'RP11-355N15.1']",['chr15'],[58515000],[59065000],[550000],25.454545454545453
chr15-59225000-59980000,"['C15ORF31', 'RP11-356M20.2', 'RP11-112N19.2', 'snoU13', 'RP11-59H7.1', 'RNU4-80P', 'RP11-313H3.1', 'RP11-356M20.3', 'Y_RNA', 'FAM81A', 'AC092757.1', 'RNA5SP396', 'AC092756.1', 'GCNT3', 'GTF2A2', 'LDHAL6B', 'RP11-356M20.1', 'BNIP2', 'AC092755.4', 'PIGHP1', 'CCNB2', 'SLTM', 'MYO1E', 'RP11-112N19.1', 'RP11-59H7.3', 'RNU6-212P', 'MIR2116', 'RP11-429D19.1', 'RNF111']",['chr15'],[59225000],[59980000],[755000],38.41059602649006
chr15-59985000-60620000,"['NMNAT1P5', 'RP11-568G20.2', 'RP11-82L7.4', 'FOXB1', 'MESTP2', 'RPS3AP6']",['chr15'],[59985000],[60620000],[635000],9.448818897637794
chr15-60640000-61245000,"['RP11-745A24.1', 'RP11-219B17.2', 'RP11-219B17.1', 'RORA', 'RNA5SP397', 'CTD-2501E16.2', 'ANXA2', 'CYCSP38', 'RP11-554D20.1', 'RP11-745A24.2', 'NARG2']",['chr15'],[60640000],[61245000],[605000],18.181818181818183
chr15-61450000-62125000,"['RP11-507B12.1', 'RP11-162I7.2', 'RP11-507B12.2', 'AC018618.1', 'RORA', 'RP11-39M21.2', 'RP11-162I7.1', 'RP11-39M21.1', 'RP11-259A24.1']",['chr15'],[61450000],[62125000],[675000],13.333333333333334
chr15-62145000-62370000,"['RN7SL613P', 'RP11-643M14.1', 'C2CD4A', 'VPS13C']",['chr15'],[62145000],[62370000],[225000],17.777777777777775
chr15-62400000-62605000,"['RP11-299H22.7', 'C2CD4B', 'RP11-1O10.1', 'AC126323.1', 'RP11-299H22.5', 'RP11-299H22.6', 'hsa-mir-7162', 'RP11-299H22.4', 'RP11-299H22.1']",['chr15'],[62400000],[62605000],[205000],43.90243902439024
chr15-62665000-63035000,"['TLN2', 'RP11-625H11.2', 'RP11-625H11.1']",['chr15'],[62665000],[63035000],[370000],8.108108108108107
chr15-63065000-63390000,"['AC103740.1', 'RP11-1069G10.2', 'RP11-244F12.2', 'TPM1', 'RP11-244F12.1', 'RP11-1069G10.1', 'TLN2', 'RP11-244F12.3', 'MIR190A']",['chr15'],[63065000],[63390000],[325000],27.692307692307693
chr15-63405000-63895000,"['FBXL22', 'APH1B', 'RP11-321G12.1', 'USP3', 'RPS27L', 'CA12', 'AC007950.1', 'USP3-AS1', 'LACTB', 'RAB8B']",['chr15'],[63405000],[63895000],[490000],20.408163265306122
chr15-63900000-64980000,"['SNORA48', 'MIR422A', 'SNX22', 'TRIP4', 'FAM96A', 'RN7SL707P', 'Y_RNA', 'HERC1', 'RP11-702L15.4', 'RNU6-549P', 'RN7SL595P', 'RP11-330L19.1', 'RP11-330L19.2', 'RP11-317G6.1', 'PPIB', 'SNX1', 'KIAA0101', 'CSNK1G1', 'RP11-111E14.1', 'ZNF609', 'GAPDHP61', 'DAPK2', 'CTD-2116N17.1', 'OAZ2']",['chr15'],[63900000],[64980000],[1080000],22.222222222222225
chr15-65010000-65285000,"['RN7SL348P', 'SPG21', 'AC069368.3', 'PIF1', 'AC100830.3', 'RBPMS2', 'PLEKHO2', 'MIR1272', 'ANKDD1A']",['chr15'],[65010000],[65285000],[275000],32.72727272727273
chr15-65320000-65695000,"['RNU5A-1', 'RASL12', 'RP11-325L12.3', 'KBTBD13', 'RNU5B-1', 'PARP16', 'CLPX', 'SNORA24', 'PDCD7', 'IGDCC3', 'MTFMT', 'RNU6-686P', 'IGDCC4', 'UBAP1L', 'SLC51B', 'CILP', 'RP11-349G13.2']",['chr15'],[65320000],[65695000],[375000],45.333333333333336
chr15-65925000-66165000,"['SLC24A1', 'RNU6-265P', 'MIR4511', 'RP11-16E23.4', 'DENND4A', 'RP11-16E23.3', 'RAB11A', 'snoU13', 'HNRNPA1P44']",['chr15'],[65925000],[66165000],[240000],37.5
chr15-66205000-66580000,"['MEGF11', 'RP11-653J6.1', 'MIR4311']",['chr15'],[66205000],[66580000],[375000],8.0
chr15-66600000-66800000,"['RP11-352G18.2', 'SCARNA14', 'CTD-3185P2.2', 'RPL4', 'MIR4512', 'SNORD18C', 'RPL9P25', 'SNAPC5', 'DIS3L', 'ATP5J2P6', 'RPL35AP32', 'CTD-3185P2.1', 'SNORD18B', 'SNORD18A', 'ZWILCH', 'MAP2K1', 'SNORD16', 'TIPIN', 'Y_RNA']",['chr15'],[66600000],[66800000],[200000],95.0
chr15-66865000-67160000,"['SMAD6', 'RP11-622C24.1', 'RP11-321F6.1']",['chr15'],[66865000],[67160000],[295000],10.16949152542373
chr15-67225000-67600000,"['RP11-342M21.2', 'RP11-798K3.3', 'AAGAB', 'IQCH', 'RPS24P16', 'AC093334.1', 'RP11-798K3.2', 'HMGN2P47', 'SMAD3']",['chr15'],[67225000],[67600000],[375000],24.0
chr15-67620000-67730000,"['IQCH-AS1', 'IQCH']",['chr15'],[67620000],[67730000],[110000],18.181818181818183
chr15-67745000-68130000,"['RP11-34F13.2', 'SKOR1', 'MAP2K5', 'IQCH', 'RP11-34F13.3', 'IQCH-AS1', 'C15orf61', 'RP11-502I4.3', 'HNRNPA1P5']",['chr15'],[67745000],[68130000],[385000],23.376623376623378
chr15-68140000-68495000,"['RP11-282M16.1', 'RP11-883G10.1', 'PIAS1', 'RP11-34F13.3', 'CALML4', 'RP11-315D16.2']",['chr15'],[68140000],[68495000],[355000],16.901408450704224
chr15-68525000-69245000,"['MIR4312', 'HMGN2P40', 'FEM1B', 'RP11-317N6.1', 'RP11-315D16.4', 'RP11-709B3.2', 'ANP32A', 'ITGA11', 'RP11-809H16.2', 'CLN6', 'RP11-696L21.2', 'NOX5', 'SPESP1', 'CORO2B']",['chr15'],[68525000],[69245000],[720000],19.444444444444446
chr15-69315000-69705000,"['RP11-809H16.3', 'RP11-253M7.6', 'RP11-809H16.5', 'LINC00277', 'PAQR5', 'RNA5SP398', 'RP11-809H16.2', 'SNORA77', 'GLCE', 'AC026992.1', 'RP11-352D13.6', 'AC026512.1', 'RP11-253M7.1', 'RN7SL438P', 'NOX5', 'RP11-352D13.5', 'Y_RNA', 'RP11-809H16.4']",['chr15'],[69315000],[69705000],[390000],46.15384615384615
chr15-69755000-70840000,"['RP11-96C21.1', 'AC021818.1', 'RP11-19J5.2', 'LINC00593', 'TLE3', 'AC009677.1', 'RP11-279F6.3', 'RP11-279F6.1', 'MIR629', 'RNU6-745P', 'AC011648.1', 'RP11-19J5.1', 'RP11-543G18.1', 'RP11-279F6.2']",['chr15'],[69755000],[70840000],[1085000],12.903225806451612
chr15-71175000-71735000,"['RP11-592N21.2', 'LRRC49', 'THAP10', 'RP11-592N21.1', 'RP11-673C5.2', 'RP11-673C5.1', 'CT62', 'RPL5P3', 'THSD4']",['chr15'],[71175000],[71735000],[560000],16.071428571428573
chr15-71740000-72025000,"['AC108861.1', 'THSD4']",['chr15'],[71740000],[72025000],[285000],7.017543859649123
chr15-72110000-72465000,"['RNA5SP399', 'RP11-390D11.1', 'RP11-390D11.2', 'MYO9A', 'SENP8', 'RP11-2I17.4', 'RP11-2I17.1', 'GRAMD2', 'NR2E3', 'AC022872.1', 'CTD-2524L6.3', 'RNU2-65P']",['chr15'],[72110000],[72465000],[355000],33.80281690140845
chr15-72485000-72925000,"['RP11-1006G14.1', 'TMEM202', 'RP11-1007O24.4', 'ARIH1', 'MIR630', 'RP11-106M3.1', 'PKM', 'RP11-1006G14.4', 'RP11-1006G14.2', 'RN7SL485P', 'PARP6', 'RP11-106M3.3', 'RP11-361M10.3', 'RP11-1007O24.3', 'GRAMD2', 'RP11-106M3.2', 'CELF6', 'HEXA', 'HEXA-AS1', 'RP11-1007O24.2']",['chr15'],[72485000],[72925000],[440000],45.45454545454545
chr15-72990000-73510000,"['BBS4', 'NPM1P42', 'NEO1', 'FKBP1AP2', 'NPM1P43', 'ADPGK', 'ADPGK-AS1']",['chr15'],[72990000],[73510000],[520000],13.461538461538462
chr15-73575000-74040000,"['RP11-272D12.1', 'HCN4', 'MRPS15P1', 'CD276', 'NPTN', 'C15orf59', 'NEO1', 'C15orf60']",['chr15'],[73575000],[74040000],[465000],17.20430107526882
chr15-74410000-74615000,"['RP11-60L3.2', 'STRA6', 'RP11-60L3.1', 'RP11-247C2.2', 'RP11-665J16.1', 'ISLR2', 'CCDC33', 'ISLR']",['chr15'],[74410000],[74615000],[205000],39.02439024390244
chr15-74655000-75250000,"['UBL7-AS1', 'CLK3', 'CTD-2311M21.3', 'FAM219B', 'CTD-2235H24.2', 'SCAMP2', 'RP11-414J4.2', 'CTD-2311M21.2', 'LMAN1L', 'RPP25', 'CSK', 'SNORD77', 'MIR4513', 'MPI', 'COX5A', 'ULK3', 'CTD-3154N5.1', 'SCAMP5', 'CYP11A1', 'RP11-10O17.1', 'UBL7', 'CYP1A1', 'SEMA7A', 'ARID3B', 'RP11-10O17.3', 'EDC3', 'CPLX3', 'CYP1A2']",['chr15'],[74655000],[75250000],[595000],47.05882352941177
chr15-75320000-75500000,"['C15orf39', 'RP11-69H7.4', 'SCARNA20', 'PPCDC', 'RPL36AP45']",['chr15'],[75320000],[75500000],[180000],27.77777777777778
chr15-75635000-76110000,"['RP11-24M17.3', 'RN7SL319P', 'AC105036.1', 'NEIL1', 'IMP3', 'CTD-2026K11.2', 'CTD-2026K11.3', 'AC019294.1', 'SNX33', 'RPL13P4', 'SNUPN', 'MIR631', 'RP11-24M17.4', 'ODF3L1', 'PTPN9', 'SIN3A', 'RP11-817O13.8', 'DNM1P35', 'RP11-24M17.5', 'CTD-2323K18.3', 'CTD-2562G15.2', 'CTD-2323K18.2', 'DNM1P49', 'CTD-2026K11.1', 'AC105020.1', 'CSPG4', 'CTD-2323K18.1', 'SNORD112', 'MIR4313', 'RP11-817O13.6', 'MAN2C1']",['chr15'],[75635000],[76110000],[475000],65.26315789473684
chr15-76120000-76210000,"['RN7SL510P', 'FBXO22', 'UBE2Q2']",['chr15'],[76120000],[76210000],[90000],33.333333333333336
chr15-76245000-76445000,"['C15orf27', 'NRG4']",['chr15'],[76245000],[76445000],[200000],10.0
chr15-76475000-76635000,"['C15orf27', 'TYRO3P', 'RP11-685G9.2', 'ISL2', 'ETFA']",['chr15'],[76475000],[76635000],[160000],31.25
chr15-76640000-77175000,"['RP11-331H13.1', 'SCAPER', 'RN7SKP217', 'MIR3713']",['chr15'],[76640000],[77175000],[535000],7.4766355140186915
chr15-77195000-77380000,"['RP11-797A18.3', 'KRT8P23', 'TSPAN3', 'RP11-797A18.6', 'RCN2', 'RP11-797A18.4', 'SCAPER', 'RN7SL278P', 'PSTPIP1']",['chr15'],[77195000],[77380000],[185000],48.648648648648646
chr15-77400000-77840000,"['RP11-94P14.1', 'PEAK1', 'RP11-741G21.1', 'HMG20A', 'RP11-307C19.1']",['chr15'],[77400000],[77840000],[440000],11.363636363636363
chr15-77860000-78175000,"['RP11-307C19.3', 'CTD-2632K10.1', 'CTD-2071N1.1', 'LINGO1', 'RP11-307C19.2']",['chr15'],[77860000],[78175000],[315000],15.873015873015872
chr15-78230000-78555000,"['CIB2', 'RP11-114H24.4', 'MIR1827', 'TBC1D2B', 'SNORA63', 'IDH3A', 'RP11-285A1.1', 'RP11-762H8.3', 'RP11-114H24.6', 'SH2D7', 'ADAMTS7P3', 'ACSBG1', 'RP11-114H24.3']",['chr15'],[78230000],[78555000],[325000],40.0
chr15-78595000-78720000,"['RP11-5O23.1', 'CRABP1']",['chr15'],[78595000],[78720000],[125000],16.0
chr15-78730000-78855000,"['PSMA4', 'IREB2', 'AC027228.1', 'HYKK', 'RP11-650L12.1']",['chr15'],[78730000],[78855000],[125000],40.0
chr15-78905000-79030000,"['CHRNA3', 'RP11-160C18.2', 'RP11-335K5.2', 'CHRNB4', 'RPL18P11']",['chr15'],[78905000],[79030000],[125000],40.0
chr15-79050000-79165000,"['RPL21P116', 'ADAMTS7', 'MORF4L1']",['chr15'],[79050000],[79165000],[115000],26.086956521739133
chr15-79170000-79525000,"['RP11-16K12.1', 'CTSH', 'AC069082.1', 'RNU6-415P', 'RASGRF1', 'MIR184', 'MORF4L1', 'RP11-17L5.4']",['chr15'],[79170000],[79525000],[355000],22.535211267605632
chr15-79630000-79890000,"['TMED3', 'RP11-358L4.1', 'AC027811.1', 'KIAA1024', 'RP11-621H8.2']",['chr15'],[79630000],[79890000],[260000],19.23076923076923
chr15-80165000-80470000,"['RP11-81A1.3', 'BCL2A1', 'ZFAND6', 'ST20-MTHFS', 'RP11-81A1.8', 'ST20', 'AC015871.1', 'FAH', 'RP11-2E17.2', 'SNORD112', 'C15orf37', 'MTHFS', 'C15ORF37']",['chr15'],[80165000],[80470000],[305000],42.62295081967213
chr15-80695000-81260000,"['RP11-351M8.1', 'ARNT2', 'RP11-28H5.2', 'RP11-379K22.2', 'RNU6-380P', 'MIR5572', 'MESDC2', 'RP11-210M15.1', 'KIAA1199', 'RP11-210M15.2', 'RP11-379K22.3', 'ABHD17C', 'RP11-351M8.2', 'MIR549']",['chr15'],[80695000],[81260000],[565000],24.778761061946902
chr15-81275000-81710000,"['MESDC1', 'MESDC2', 'MIR4514', 'C15orf26', 'RP11-775C24.3', 'ANP32BP3', 'STARD5', 'IL16', 'TMC3', 'CTD-2240J17.1', 'RP11-761I4.3', 'RP11-761I4.4']",['chr15'],[81275000],[81710000],[435000],27.586206896551722
chr15-82380000-82585000,"['EFTUD1', 'RP11-597K23.2', 'RNU1-77P', 'FAM154B']",['chr15'],[82380000],[82585000],[205000],19.51219512195122
chr15-83210000-83890000,"['AC022558.1', 'AP3B2', 'AC105339.2', 'RP11-752G15.9', 'HDGFRP3', 'WHAMM', 'RP11-382A20.4', 'RP11-382A20.1', 'RP11-382A20.6', 'RP11-752G15.6', 'HOMER2', 'RP11-382A20.2', 'RP11-752G15.4', 'RP11-382A20.5', 'RP11-379H8.1', 'FAM103A1', 'MIR4515', 'SCARNA15', 'CPEB1', 'RP11-752G15.8', 'RP11-152F13.10', 'RP11-90B9.2', 'RP11-752G15.3', 'TM6SF1', 'BTBD1', 'C15orf40', 'AC105339.1', 'RP11-382A20.7', 'FSD2']",['chr15'],[83210000],[83890000],[680000],42.64705882352941
chr15-83910000-84075000,"['RP11-382A20.4', 'BNC1']",['chr15'],[83910000],[84075000],[165000],12.121212121212121
chr15-84395000-84710000,"['TUBA8P2', 'ADAMTSL3', 'AC027807.1', 'RNU6-1339P']",['chr15'],[84395000],[84710000],[315000],12.698412698412698
chr15-85120000-85350000,"['WDR73', 'ZNF592', 'RP11-245C17.2', 'RP11-182J1.5', 'EGLN1P1', 'NMB', 'RP11-182J1.1', 'ZSCAN2', 'RP11-7M10.2', 'SCAND2P', 'SEC11A', 'LINC00933']",['chr15'],[85120000],[85350000],[230000],52.173913043478265
chr15-85365000-85475000,"['SNORA25', 'SLC28A1', 'ALPK3']",['chr15'],[85365000],[85475000],[110000],27.272727272727273
chr15-85495000-85610000,"['PDE8A', 'SLC28A1']",['chr15'],[85495000],[85610000],[115000],17.391304347826086
chr15-85820000-86130000,"['AKAP13', 'ADAMTS7P4', 'CTD-2262B20.1', 'RP11-815J21.2', 'RNU7-79P']",['chr15'],[85820000],[86130000],[310000],16.129032258064516
chr15-86145000-86265000,"['AKAP13', 'RP11-815J21.3', 'RNU6-1280P', 'RP11-815J21.4', 'RP11-815J21.1']",['chr15'],[86145000],[86265000],[120000],41.666666666666664
chr15-86270000-86720000,"['RNU6-231P', 'RP11-158M2.5', 'AKAP13', 'RP11-553E24.3', 'KLHL25', 'RP11-553E24.1', 'AGBL1', 'RP11-158M2.6', 'MIR548AP', 'RP11-23A22.1', 'SNORD74', 'RP11-553E24.2', 'RNA5SP400', 'MIR1276', 'RP11-158M2.2', 'RP11-158M2.4', 'RP11-158M2.3']",['chr15'],[86270000],[86720000],[450000],37.77777777777778
chr15-89000000-89395000,"['DET1', 'AC013489.1', 'ACAN', 'MRPL46', 'MIR7-2', 'MIR1179', 'RP11-343B18.2', 'ISG20', 'RP11-97O12.6', 'RP11-97O12.3', 'RP11-97O12.2', 'AEN', 'RP11-97O12.7', 'MRPS11']",['chr15'],[89000000],[89395000],[395000],35.44303797468354
chr15-89425000-89745000,"['AC067805.1', 'HMGB1P8', 'RP11-326A19.5', 'KRT18P47', 'MFGE8', 'ABHD2', 'RP11-326A19.3', 'HAPLN3', 'RP11-326A19.4', 'RP11-63A23.2', 'RP11-326A19.2', 'RP11-320A16.1', 'RNU7-195P']",['chr15'],[89425000],[89745000],[320000],40.625
chr15-89785000-89875000,"['FANCI', 'POLG']",['chr15'],[89785000],[89875000],[90000],22.222222222222225
chr15-89880000-90120000,"['RHCG', 'TICRR', 'LINC00925', 'LINC00928', 'RP11-429B14.4', 'RP11-429B14.1', 'MIR9-3']",['chr15'],[89880000],[90120000],[240000],29.166666666666668
chr15-90250000-90645000,"['MRPL15P1', 'ZNF710', 'ANPEP', 'RP11-493E3.1', 'MESP1', 'RNU6-132P', 'C15orf38-AP3S2', 'RNU7-111P', 'C15orf38', 'IDH2', 'MIR5094', 'RP11-493E3.2', 'MESP2', 'MIR3174', 'MIR5009', 'WDR93', 'RNU6-1111P', 'AP3S2', 'RP11-617F23.1']",['chr15'],[90250000],[90645000],[395000],48.10126582278481
chr15-90670000-91585000,"['AC068831.15', 'HDDC3', 'AC068831.6', 'RP11-697E2.9', 'AC091167.1', 'RP11-697E2.4', 'SNORD18', 'IQGAP1', 'CRTC3', 'PRC1-AS1', 'VPS33B', 'RPS12P26', 'ZNF774', 'SEMA4B', 'CIB1', 'Y_RNA', 'AC068831.10', 'CTD-2315E11.1', 'RP11-697E2.7', 'CTD-3065B20.2', 'TTLL13', 'RP11-154B12.3', 'CTD-3094K11.1', 'AC068831.3', 'AC068831.11', 'RP11-697E2.10', 'BLM', 'RP11-387D10.3', 'GABARAPL3', 'RCCD1', 'FURIN', 'RN7SL346P', 'NGRN', 'RN7SL755P', 'CTD-3065B20.3', 'FES', 'MAN2A2', 'RP11-387D10.2', 'RN7SL736P', 'AC068831.12', 'UNC45A', 'GDPGP1', 'RP11-697E2.6', 'PRC1', 'RN7SL363P', 'HSPE1P3', 'NDUFA3P4', 'AC091167.3']",['chr15'],[90670000],[91585000],[915000],52.45901639344262
chr15-91595000-91825000,['SV2B'],['chr15'],[91595000],[91825000],[230000],4.3478260869565215
chr15-92395000-92625000,['SLCO3A1'],['chr15'],[92395000],[92625000],[230000],4.3478260869565215
chr15-93055000-93275000,"['RP11-386M24.9', 'RP11-386M24.3', 'RP11-386M24.6', 'RP11-386M24.5', 'FAM174B', 'RP11-386M24.4', 'HMGN1P38', 'RP11-386M24.1', 'LINC00930', 'RP11-386M24.8']",['chr15'],[93055000],[93275000],[220000],45.45454545454545
chr15-93325000-93570000,"['MIR3175', 'RN7SL599P', 'FAM174B', 'ASB9P1', 'CTD-2313J17.1', 'AC013394.2', 'CHD2']",['chr15'],[93325000],[93570000],[245000],28.57142857142857
chr15-93610000-94670000,"['RP11-739G5.1', 'AC112693.2', 'RGMA', 'AC112693.1', 'RP11-76E17.2', 'AC080032.1', 'AC103996.1', 'CTD-2643K12.3', 'RP11-164C12.1', 'RP11-326A13.1', 'RP11-266O8.1', 'CTD-3049M7.1', 'RP11-76E17.4', 'RP11-76E17.3', 'RP11-76E17.1', 'RP11-326A13.3', 'CTD-2643K12.2', 'RP11-164C12.2', 'CTD-2643K12.1']",['chr15'],[93610000],[94670000],[1060000],17.92452830188679
chr15-94700000-94870000,"['MCTP2', 'RP11-452K20.1', 'RP11-354B3.1']",['chr15'],[94700000],[94870000],[170000],17.64705882352941
chr15-96400000-96890000,"['MIR1469', 'RP11-236L14.1', 'RP11-4G2.1', 'RP11-327J17.1', 'AC016251.1', 'NR2F2-AS1', 'NR2F2', 'RP11-327J17.2']",['chr15'],[96400000],[96890000],[490000],16.3265306122449
chr15-99030000-99790000,"['FAM169B', 'PGPEP1L', 'TTC23', 'AC022819.3', 'IGF1R', 'MIR4714', 'RP11-6O2.3', 'SYNM', 'RP11-35O15.1', 'RP11-654A16.1', 'RP11-6O2.4', 'RP11-654A16.3']",['chr15'],[99030000],[99790000],[760000],15.789473684210526
chr15-99795000-100300000,"['AC022819.2', 'Y_RNA', 'AC015660.1', 'LRRC28', 'HNRNPA1P62', 'DKFZP779J2370', 'HSP90B2P', 'RP11-20G13.2', 'MEF2A', 'RP11-616M17.1', 'AC022819.1', 'RPL7P5', 'LYSMD4', 'RP11-20G13.3', 'AC090825.2', 'RP11-20G13.1']",['chr15'],[99795000],[100300000],[505000],31.683168316831686
chr16-10335000-10605000,"['RN7SL99P', 'RP11-609N14.1', 'ATF7IP2', 'RNU6-633P']",['chr16'],[10335000],[10605000],[270000],14.814814814814815
chr16-10610000-11035000,"['TVP23A', 'NUBP1', 'CIITA', 'EMP2', 'CTD-2318B16.1', 'RP11-27M24.3', 'TEKT5', 'RP11-876N24.4', 'RP11-109M19.3', 'RP11-27M24.1', 'RP11-27M24.2', 'CTD-2318B16.4', 'RP11-109M19.5', 'CTD-2318B16.3', 'CTD-2318B16.2', 'RP11-876N24.5', 'RP11-876N24.1', 'RP11-876N24.2', 'RP11-109M19.4', 'RP11-109M19.2', 'RP11-109M19.1', 'DEXI']",['chr16'],[10610000],[11035000],[425000],51.76470588235294
chr16-11045000-11475000,"['SNORA48', 'PRM3', 'PRM1', 'MIR548H2', 'HNRNPCP4', 'RP11-66H6.3', 'CLEC16A', 'RMI2', 'snoU13', 'RP11-485G7.6', 'RP11-485G7.5', 'SOCS1', 'AC009121.1', 'RPL7P46', 'PRM2', 'CTD-3088G3.8', 'CTD-3088G3.4', 'RP11-396B14.2', 'Y_RNA', 'TNP2']",['chr16'],[11045000],[11475000],[430000],46.51162790697674
chr16-11485000-11945000,"['LITAF', 'RP11-490O6.2', 'ZC3H7A', 'TXNDC11', 'RSL1D1', 'CTD-3088G3.6', 'snoU13', 'BCAR4', 'CTD-3088G3.8', 'RN7SL522P', 'SNN']",['chr16'],[11485000],[11945000],[460000],23.91304347826087
